"lw_meth";"lw_unit";"am_par";"am_unit";"lw2am_fac"
"Fosfat";"µg P/l";"P";"µg/l";1
"Fosfat";"µmol/l";"PO4-P";"µg/l";30,9738
"Fosfat";"UG_P_L";"P-PO4";"µg/l P";1
"Fosfat, filtrert";"UG_P_L";"PO4_f";"µg/l P";1
"Fosfat, filtrert";"UG_P_L";"PO4_f";"µg/l P";1
"Fosfat, filtrert";"UG_P_L";"PO4_f";"µg/l P";1
"Fosfat (PO4)";"µ mol/l";"PO4-P";"µg/l";30,9738
"Fosfat-F";"UG_P_P_L";"PO4_f";"µg/l P";1
"Fosfat-F";"UG_P_P_L";"PO4_f";"µg/l P";1
"Fosfor";"UG_P_L";"P";"µg/l";1
"Fosfor";"UG_P_L";"P";"µg/l";1
"Fosfor total";"µg/L";"TOTP";"µg/l";1
"Fraksjon >C10-C12";"µg/l";"Olje >C10-C12";"µg/l";1
"Fraksjon >C10-C40";"µg/l";"Olje >C10-C40";"µg/l";1
"Fraksjon >C12-C16";"µg/l";"Olje >C12-C16";"µg/l";1
"Fraksjon >C16-C35";"µg/l";"Olje >C16-C35";"µg/l";1
"Fraksjon >C35-C40";"µg/l";"Olje >C35-C40";"µg/l";1
"FRIAM";"µg /l N";"FRIAM";"µg /l N";1
"Fritt CO2";"MG_C_L";"Fritt CO2";"mg C/L";1
"FSH";"µg /l P";"FSH";"µg /l P";1
"FSSH";"µg /l P";"FSSH";"µg /l P";1
"FSSHF";"µg /l P";"FSSHF";"µg /l P";1
"FTALAT-V";"µg/l";"Ftalater";"µg/l";1
"Fytoplankton totalt biovolum";"mm3/m3";"Fytoplankton totalt biovolum";"mm3/m3";1
"Ga/HR-ICPM";"µg/l";"Ga";"µg/l";1
"GA-ICP";"µg/l";"Ga";"µg/l";1
"Gallium";"UG_P_L";"Ga";"µg/l";1
"Gallium";"UG_P_L";"Ga";"µg/l";1
"gamma-HBCD";"NG_P_L";"g-HBCD";"ng/L";1
"gamma-Heksaklorsykloheksan (gamma-HCH)";"NG_P_L";"g-HCH";"ng/L";1
"Ga/MS";"µg/l";"Ga";"µg/l";1
"Gd/HR-ICPM";"µg/l";"Gd";"µg/l";1
"GD-ICP";"µg/l";"Gd";"µg/l";1
"Gd/MS";"µg/l";"Gd";"µg/l";1
"GE-ICP";"µg/l";"Ge";"µg/l";1
"GEMF";"n/100ml";"GEMF";"n/100ml";1
"g-HCH";"ng/L";"HCHG";"ng/l";1
"g-HCH";"ng/L";"HCHG";"ng/l";1
"Gl.rest";"mg/l";"Gløderest";"mg/l";1
"Grønnalger";"mm3/m3";"Grønnalger";"mm3/m3";1
"Gulgrønnalger";"mm3/m3";"Gulgrønnalger";"mm3/m3";1
"Gullalger";"mm3/m3";"Gullalger";"mm3/m3";1
"Hafnium";"UG_P_L";"Hf";"µg/l";1
"Hafnium";"UG_P_L";"Hf";"µg/l";1
"Hastighet";"mm/s";"Hastighet";"cm/s";0,1
"Hastighet";"cm/s";"Hastighet";"cm/s";1
"HCB";"ng/L";"HCB";"ng/l";1
"HCB";"ng/L";"HCB";"ng/l";1
"HCB";"ng/L";"HCB";"ng/l";1
"HCH";"ng/l";"HCH";"ng/l";1
"HCHG";"ng/l";"HCHG";"ng/l";1
"HCHG-V";"ng/l";"HCHG";"ng/l";1
"HCO3";"mg/l";"HCO3";"mg/l";1
"hd";"deg";"Hardness";"deg";1
"hd_total";"mg/l";"Total Hardness";"mg/l";1
"Heksaklorbenzen (HCB)";"NG_P_L";"HCB";"ng/l";1
"Hf/HR-ICPM";"µg/l";"Hf";"µg/l";1
"HF-ICP";"µg/l";"Hf";"µg/l";1
"HG";"µg/l";"Hg";"ng/l";1000
"Hg";"ng/l";"Hg";"ng/l";1
"Hg";"ng/L";"Hg";"ng/l";1
"Hg";"µg/l";"Hg";"ng/l";1000
"Hg";"ng/L";"Hg";"ng/l";1
"Hg";"ng/l";"Hg";"ng/l";1
"Hg";"ug/L";"Hg";"ng/l";1000
"Hg";"µg/l";"Hg";"ng/l";1000
"Hg";"µg/l";"Hg";"ng/l";1000
"Hg";"µg/l";"Hg";"ng/l";1000
"Hg";"ng/l";"Hg";"ng/l";1
"Hg";"ng/l";"Hg";"ng/l";1
"Hg/H";"µg/l";"Hg";"ng/l";1000
"Hg/L";"ng/l";"Hg";"ng/l";1
"Hg/L";"ng/l";"Hg";"ng/l";1
"Hg/L";"µg/l";"Hg";"ng/l";1000
"Hg/L";"ng/l";"Hg";"ng/l";1
"hg_total";"µg/l";"Total Hg";"µg/l";1
"Hjuldyr";"mg/m3";"Hjuldyr";"mg/m3";1
"Ho/HR-ICPM";"µg/l";"Ho";"µg/l";1
"HO-ICP";"µg/l";"HO-ICP";"µg/l";1
"Ho/MS";"µg/l";"Ho";"µg/l";1
"Hoppekreps";"mg/m3";"Hoppekreps";"mg/m3";1
"H2S";"mg S/l";"H2S";"mg/l S";1
"H2S";"mg/l S";"H2S";"mg/l S";1
"H2S";"ml/l";"H2S";"ml/l";1
"H2S";"mg/l S";"H2S";"mg/l S";1
"H2S-Sj";"ml H2S/l";"H2S";"ml/l";1
"ICDP";"ng/L";"Indeno(123cd)pyren";"µg/l";0,001
"I/HR-ICPM";"µg/l";"I";"µg/l";1
"ILAL";"µg/l Al";"Al/IL";"µg/l";1
"Indeno(1,2,3-cd)pyren";"ng/L";"Indeno(123cd)pyren";"µg/l";0,001
"Indeno(123cd)pyren^";"µg/l";"Indeno(123cd)pyren";"µg/l";1
"Indeno[1,2,3-cd]pyren";"UG_P_L";"Indeno(123cd)pyren";"µg/l";1
"Indeno[1,2,3-cd]pyren";"UG_P_L";"Indeno(123cd)pyren";"µg/l";1
"Indeno[1,2,3-cd]pyren";"NG_P_L";"Indeno(123cd)pyren";"µg/l";0,001
"Indeno[1,2,3-cd]pyren";"UG_P_L";"Indeno(123cd)pyren";"µg/l";1
"Indeno(1,2,3-cd)pyrene";"ng/L";"Indeno(123cd)pyren";"µg/l";0,001
"Intestinale enterokokker";"cfu/100 ml";"Intestinale Enterokker";"cfu/100 ml";1
"Ir/HR-ICPM";"µg/l";"Ir";"µg/l";1
"IR-ICP";"µg/l";"Ir";"µg/l";1
"Iron";"ppm";"Iron";"ppm";1
"Jern";"µg Fe/l";"Fe";"µg/l";1
"Jern";"UG_P_L";"Fe";"µg/l";1
"Jern";"UG_P_L";"Fe";"µg/l";1
"Jern";"µg/l";"Fe";"µg/l";1
"Jern";"UG_P_L";"Fe";"µg/l";1
"Jern";"MG_P_L";"Fe";"mg/l";1
"Jern";"MG_P_L";"Fe";"µg/l";1000
"Jern";"MG_P_L";"Fe";"µg/l";1000
"Jern";"µg Fe/l";"Fe";"µg/l";1
"Jern";"µg Fe/l";"Fe-filt";"µg/l";1
"Jern";"UG_P_L";"Fe";"µg/l";1
"Jern";"UG_P_L";"Fe";"µg/l";1
"Jern";"MG_P_L";"Fe";"µg/l";1000
"Jern";"MG_P_L";"Fe";"mg/l";1
"Jern";"MG_P_L";"Fe";"mg/l";1
"Jern";"µg Fe/l";"Fe";"µg/l";1
"Jern-F";"UG_P_L";"Fe-filt";"µg/l";1
"Jern-F";"UG_P_L";"Fe-filt";"µg/l";1
"K";"MG_P_L";"K";"mg/L";1
"K";"mg/l";"K";"mg/L";1
"K";"mg/l";"K";"mg/L";1
"K";"mg/l";"K";"mg/L";1
"K";"mg/l";"K";"mg/L";1
"K";"mg/l";"K";"mg/L";1
"K";"mg/l";"K";"mg/L";1
"K";"mg/l";"K";"mg/L";1
"K";"mg/l";"K";"mg/L";1
"K";"mg/l";"K";"mg/L";1
"K";"mg/l";"K";"mg/L";1
"K";"mg/l";"K";"mg/L";1
"K";"mg/l";"K";"mg/L";1
"Kadmium";"UG_P_L";"Cd";"µg/l";1
"Kadmium";"UG_P_L";"Cd";"µg/l";1
"Kadmium";"µg Cd/l";"Cd";"µg/l";1
"Kadmium";"UG_P_L";"Cd";"µg/l";1
"Kadmium";"µg/l";"Cd";"µg/l";1
"Kadmium";"UG_P_L";"Cd";"µg/l";1
"Kadmium";"UG_P_L";"Cd";"µg/l";1
"Kadmium";"UG_P_L";"Cd";"µg/l";1
"Kadmium";"µg Cd/l";"Cd-filt";"µg/l";1
"Kadmium";"µg Cd/l";"Cd";"µg/l";1
"Kadmium";"UG_P_L";"Cd";"µg/l";1
"Kadmium";"NONE";"Cd";"µg/l";1
"Kadmium";"UG_P_L";"Cd";"µg/l";1
"Kadmium";"UG_P_L";"Cd";"µg/l";1
"Kadmium";"UG_P_L";"Cd";"µg/l";1
"Kadmium-F";"UG_P_L";"Cd-filt";"µg/l";1
"Kadmium-F";"UG_P_L";"Cd-filt";"µg/l";1
"Kadmium-F";"UG_P_L";"Cd-filt";"µg/l";1
"Kalium";"MG_P_L";"K";"mg/L";1
"Kalium";"UG_P_L";"K";"mg/L";0,001
"Kalium";"MG_P_L";"K";"mg/L";1
"Kalium";"MG_P_L";"K";"mg/L";1
"Kalium";"UG_P_L";"K";"mg/L";0,001
"Kalium";"MG_P_L";"K";"mg/L";1
"Kalium";"MG_P_L";"K";"mg/L";1
"Kalium";"UG_P_L";"K";"mg/L";0,001
"Kalium";"MG_P_L";"K";"mg/L";1
"Kalium";"MG_P_L";"K";"mg/L";1
"Kalium";"MG_P_L";"K";"mg/L";1
"Kalium-F";"UG_P_L";"K-filt";"µg/l";1
"Kalium-F";"MG_P_L";"K-filt";"µg/l";1000
"Kalsium";"mg Ca/l";"Ca";"mg/L";1
"Kalsium";"mg Ca/l";"Ca";"mg/L";1
"Kalsium";"mg/l";"Ca";"mg/L";1
"Kalsium";"MG_P_L";"Ca";"mg/L";1
"Kalsium";"MG_P_L";"Ca";"mg/L";1
"Kalsium";"mg/l";"Ca";"mg/L";1
"Kalsium";"mg/l";"Calcium";"mg/l";1
"Kalsium";"mg/l";"Ca";"mg/L";1
"Kalsium";"MG_P_L";"Ca";"mg/L";1
"Kalsium";"mg/l";"Ca-filt";"mg/l";1
"Kalsium";"mg/l";"Ca";"mg/L";1
"Kalsium";"UG_P_L";"Ca";"mg/L";0,001
"Kalsium";"MG_P_L";"Ca";"mg/L";1
"Kalsium";"MG_P_L";"Ca";"mg/L";1
"Kalsium";"MG_P_L";"Ca";"mg/L";1
"Kalsium";"MG_P_L";"Ca";"mg/L";1
"Kalsium";"MG_P_L";"Ca";"mg/L";1
"Kalsium";"mg/l";"Ca";"mg/L";1
"Kalsium";"UG_P_L";"Ca";"mg/L";0,001
"Kalsium";"MG_P_L";"Ca";"mg/L";1
"Kalsium";"MG_P_L";"Ca";"mg/L";1
"Kalsium";"MG_P_L";"Ca";"mg/L";1
"Kalsium";"MG_P_L";"Ca";"mg/L";1
"Kalsium-F";"MG_P_L";"Ca-filt";"mg/l";1
"Kalsium-F";"MG_P_L";"Ca-filt";"mg/l";1
"Kalsium-F";"MG_P_L";"Ca-filt";"mg/l";1
"Kalsium-F";"UG_P_L";"Ca-filt";"mg/l";0,001
"K/HR-ICPM";"µg/l";"K";"mg/L";0,001
"KIM#";"ant/ml";"KIM#";"ant/ml";1
"KIMTALL";"ant/ml";"KIM_22";"ant/ml";1
"KIMTALL";"ant/100ml";"KIM#";"ant/ml";1
"KIMTALL";"ant/100ml";"KIM#";"ant/ml";1
"KIMTALL";"ant/100";"KIM#";"ant/ml";1
"KIMTALL";"ant/ml";"KIM#";"ant/ml";1
"KIMTALL";"ant/100";"KIM#";"ant/ml";1
"Kimtall";"kde/100ml";"KIM#";"ant/ml";0,01
"KIM20";"ant/ml";"KIM_20";"ant/ml";1
"KIM20";"ant/ml";"KIM_20";"ant/ml";1
"KIM37";"ant/ml";"KIM_37";"ant/ml";1
"Kiselalger";"mm3/m3";"Kiselalger";"mm3/m3";1
"Kjemisk oksygenforbruk";"MG_P_L";"KOF";"mg O/l";1
"Kjemisk oksygenforbruk Cr";"MG_P_L";"KOF";"mg O/l";1
"Kjemisk oksygenforbruk Cr";"MG_P_L";"KOF";"mg O/l";1
"Kjemisk oksygenforbruk Mn";"MG_O2_L";"KOF";"mg O/l";1
"Kjemisk oksygenforbruk Mn";"MG_O2_L";"KOF";"mg O/l";1
"Kjemisk oksygenforbruk Mn";"MG_O2_L";"KOF";"mg O/l";1
"KLA";"µg/l";"KlfA";"µg/l";1
"Kl-a";"µg/l";"KlfA";"µg/l";1
"KLA/F";"µg/l";"KlfA";"µg/l";1
"KLA/S";"µg/l";"KlfA";"µg/l";1
"KLA/S";"µg/l";"KlfA";"µg/l";1
"KLA/S";"µg/l";"KlfA";"µg/l";1
"KLA/S";"µg/l";"KlfA";"µg/l";1
"Klf A";"µg/l";"KlfA";"µg/l";1
"KLFA";"µg/l";"KlfA";"µg/l";1
"KLFA";"µg/l";"KlfA";"µg/l";1
"KLFA";"µg/l";"KlfA";"µg/l";1
"KLFA";"µg/l";"KlfA";"µg/l";1
"KLFA";"µg/l";"KlfA";"µg/l";1
"KLFA";"µg/l";"KlfA";"µg/l";1
"Klfa";"µg/l";"KlfA";"µg/l";1
"KLFA_Ferrybox";"µg/l";"KlfA";"µg/l";1
"Klorfenvinfos";"UG_P_L";"Klorfenvinfos";"ng/L";1000
"Klorfenvinfos";"NG_P_L";"Klorfenvinfos";"ng/L";1
"klorfenvinfos";"ng/L";"Klorfenvinfos";"ng/L";1
"Klorfluoroktansulfonat (8Cl-PFOS)";"NG_P_L";"8Cl-PFOS";"ng/L";1
"Klorid";"MG_P_L";"Cl";"mg/L";1
"Klorid";"MG_P_L";"Cl";"mg/L";1
"Klorid";"UG_P_L";"Cl";"mg/L";0,001
"Klorid";"UG_P_L";"Cl";"mg/L";0,001
"Klorid";"MG_P_L";"Klorid";"mg/l";1
"Klorid";"MG_P_L";"Cl";"mg/L";1
"Klorid";"UG_P_L";"Cl";"mg/L";0,001
"Klorid";"MG_P_L";"Cl";"mg/L";1
"Klorid";"mg Cl/l";"Cl";"mg/L";1
"Klorofyll A";"MICROGRAM_PR_L";"KlfA";"µg/l";1
"Klorofyll A";"MICROGRAM_PR_L";"KlfA";"µg/l";1
"Klorofyll A";"MICROGRAM_PR_L";"KlfA";"µg/l";1
"Klorofyll A";"µg/l";"KlfA";"µg/l";1
"Klorofyll A";"MICROGRAM_PR_L";"KlfA";"µg/l";1
"Klorofyll A";"MICROGRAM_PR_L";"KlfA";"µg/l";1
"Klorofyll a";"µg/l";"KlfA";"µg/l";1
"Klorofyll a";"µg/l";"KlfA";"µg/l";1
"Kobber";"µg Cu/l";"Cu-filt";"µg/l";1
"Kobber";"UG_P_L";"Cu";"µg/L";1
"Kobber";"UG_P_L";"Cu";"µg/L";1
"Kobber";"UG_P_L";"Cu";"µg/L";1
"Kobber";"UG_P_L";"Cu";"µg/L";1
"Kobber";"UG_P_L";"Cu";"µg/L";1
"Kobber";"µg/l";"Cu";"µg/L";1
"Kobber";"UG_P_L";"Cu";"µg/L";1
"Kobber";"µg Cu/l";"Cu";"mg/l";0,001
"Kobber";"µg Cu/l";"Cu";"µg/L";1
"Kobber";"UG_P_L";"Cu";"µg/L";1
"Kobber";"UG_P_L";"Cu";"µg/L";1
"Kobber";"UG_P_L";"Cu";"µg/L";1
"Kobber";"UG_P_L";"Cu";"µg/L";1
"Kobber-F";"UG_P_L";"Cu-filt";"µg/l";1
"Kobber-F";"UG_P_L";"Cu-filt";"µg/l";1
"Kobber-F";"UG_P_L";"Cu-filt";"µg/l";1
"Kobolt";"UG_P_L";"Co";"µg/L";1
"Kobolt";"UG_P_L";"Co";"µg/L";1
"Kobolt";"UG_P_L";"Co";"µg/L";1
"Kobolt";"UG_P_L";"Co";"µg/L";1
"Kobolt";"UG_P_L";"Co";"µg/L";1
"Kobolt-F";"UG_P_L";"Co-filt";"µg/l";1
"KOF";"mg O/l";"KOF";"mg O/l";1
"KOF";"mg/l";"KOF";"mg O/l";1
"KOF";"mg/l";"KOF";"mg O/l";1
"KOF";"mg/l";"KOF";"mg O/l";1
"KOF Mn";"mg O/l";"KOF-MN";"mg O/l";1
"KOF Mn";"mg/L";"KOF-MN";"mg O/l";1
"KOF Mn";"mg O/l";"KOF-MN";"mg O/l";1
"KOFCr";"mg/L";"KOF";"mg O/l";1
"KOF-DI";"mg O/l";"KOF";"mg O/l";1
"KOF-DI";"mg/l";"KOF-DI";"mg/l";1
"KOF-MN";"mg O/l";"KOF";"mg O/l";1
"KOF-MN";"mg O/l";"KOF";"mg O/l";1
"KOF-MN";"";"KOF-MN";"mg O/l";1
"KOF-PE";"mg/l";"KOF-PE";"mg/l";1
"KOF-PE";"mg/l";"KOF-PE";"mg/l";1
"KOL";"Ant/100 ml";"KOL";"Ant/100 ml";1
"KOL";"Ant/100 ml";"KOL";"Ant/100 ml";1
"KOLI";"ant/100";"KOL";"Ant/100 ml";1
"KOLI";"ant/100ml";"KOL";"Ant/100 ml";1
"KOLI";"ant/100ml";"KOL";"Ant/100 ml";1
"KOLI";"ant/100ml";"KOL";"Ant/100 ml";1
"KOLI";"ant/100ml";"KOL";"Ant/100 ml";1
"KOLI";"ant/100";"KOL";"Ant/100 ml";1
"Koli";"kde/100ml";"KOL";"Ant/100 ml";1
"Koliforme";"MPN/100 ml";"Faecal coliform";"MPN/100ml";1
"KOLI37";"n/100ml";"KOLI_37";"n/100ml";1
"KOLI37";"n/100ml";"KOLI_37";"n/100ml";1
"KOND";"m S/m";"Konduktivitet";"mS/m";1
"KOND";"mS/m";"Konduktivitet";"mS/m";1
"KOND";"mS/m";"Konduktivitet";"mS/m";1
"KOND";"mS/m";"Konduktivitet";"mS/m";1
"KOND";"mS/m";"Konduktivitet";"mS/m";1
"KOND";"mS/m";"Konduktivitet";"mS/m";1
"Kond";"µS/cm";"Konduktivitet";"mS/m";0,1
"Kond";"mS/cm";"Konduktivitet";"mS/m";100
"Kond";"µS/cm";"Konduktivitet";"mS/m";0,10000000000000001
"Kond";"µS/cm";"Konduktivitet";"mS/m";0,10000000000000001
"Kond";"mS/m";"Konduktivitet";"mS/m";1
"Kond";"mS/m";"Konduktivitet";"mS/m";1
"Kond";"mS/m";"Konduktivitet";"mS/m";1
"Kond";"µS/cm";"Konduktivitet";"mS/m";0,10000000000000001
"Kond";"mS/m";"Konduktivitet";"mS/m";1
"Kond";"mS/m";"Konduktivitet";"mS/m";1
"Kond";"mS/cm";"Konduktivitet";"mS/m";100
"Kond";"mS/m";"Konduktivitet";"mS/m";1
"Kond";"mS/m";"Konduktivitet";"mS/m";1
"Kond";"mS/m";"Konduktivitet";"mS/m";1
"Kond";"µS/m";"Konduktivitet";"mS/m";0,001
"Kond";"mS/m";"Konduktivitet";"mS/m";1
"Kond";"mS/cm";"Konduktivitet";"mS/m";100
"Kond";"mS/m";"Konduktivitet";"mS/m";1
"Kond";"µS/cm";"Konduktivitet";"mS/m";0,1
"Kond";"mS/m";"Konduktivitet";"mS/m";1
"Kond";"mS/m";"Konduktivitet";"mS/m";1
"Kond";"mS/m";"Konduktivitet";"mS/m";1
"Kond";"mS/m";"Konduktivitet";"mS/m";1
"Kond";"mS/m";"Konduktivitet";"mS/m";1
"kond";"mS/m";"Konduktivitet";"mS/m";1
"Kond mS/m";"mS/m";"Konduktivitet";"mS/m";1
"KOND-MAN";"mS/m";"Konduktivitet";"mS/m";1
"Konduktivitet";"mS/m";"Konduktivitet";"mS/m";1
"Konduktivitet";"mS/m";"Konduktivitet";"mS/m";1
"Konduktivitet";"MS_P_M";"Konduktivitet";"mS/m";1
"Konduktivitet";"MS_P_M";"Konduktivitet";"mS/m";1
"Konduktivitet";"µS/cm";"Conductivity";"µS/cm";1
"Konduktivitet";"mS/m";"Konduktivitet";"mS/m";1
"Konduktivitet";"mS/m";"Konduktivitet";"mS/m";1
"Konduktivitet";"mS/m";"Konduktivitet";"mS/m";1
"Konduktivitet";"mS/m";"Konduktivitet";"mS/m";1
"Konduktivitet";"mS/m";"Konduktivitet-filt";"mS/m";1
"Konduktivitet";"mS/m";"Konduktivitet";"mS/m";1
"Konduktivitet";"MS_P_M";"Konduktivitet";"mS/m";1
"Konduktivitet";"MS_P_M";"Konduktivitet";"mS/m";1
"Konduktivitet";"MS_P_M";"Konduktivitet";"mS/m";1
"Konduktivitet";"MS_P_M";"Konduktivitet";"mS/m";1
"Konduktivitet";"MS_P_M";"Konduktivitet";"mS/m";1
"Konduktivitet";"MS_P_M";"Konduktivitet";"mS/m";1
"Konduktivitet";"mS/m";"Konduktivitet";"mS/m";1
"Konduktivitet";"MS_P_M";"Konduktivitet";"mS/m";1
"Konduktivitet";"mS/m";"Konduktivitet";"mS/m";1
"Konduktivitet";"MS_P_M";"Konduktivitet";"mS/m";1
"Konduktivitet";"mS/m";"Konduktivitet";"mS/m";1
"Konduktivitet";"mS/m";"Konduktivitet";"mS/m";1
"Konduktivitet";"MS_P_M";"Konduktivitet";"mS/m";1
"Konduktivitet";"mS/m";"Konduktivitet";"mS/m";1
"Konduktivitet";"mS/m";"Konduktivitet";"mS/m";1
"Konduktivitet";"MS_P_M";"Konduktivitet";"mS/m";1
"Konduktivitet CTD";"S/m";"Konduktivitet";"mS/m";1000
"Kondx";"mS/m";"Konduktivitet";"mS/m";1
"Kondx";"mS/m";"Konduktivitet";"mS/m";1
"KOND20";"µS/cm";"KOND20";"µS/cm";1
"Krom";"µg Cr/l";"Cr-filt";"µg/l";1
"Krom";"µg Cr/l";"Cr";"µg/l";1
"Krom";"UG_P_L";"Cr";"µg/l";1
"Krom";"UG_P_L";"Cr";"µg/l";1
"Krom";"UG_P_L";"Cr";"µg/l";1
"Krom";"UG_P_L";"Cr";"µg/l";1
"Krom";"UG_P_L";"Cr";"µg/l";1
"Krom";"UG_P_L";"Cr";"µg/l";1
"Krom";"µg Cr/l";"Cr";"µg/l";1
"Krom-F";"UG_P_L";"Cr-filt";"µg/l";1
"Krom-F";"UG_P_L";"Cr-filt";"µg/l";1
"Krom-F";"UG_P_L";"Cr-filt";"µg/l";1
"Kryptomonader";"mm3/m3";"Kryptomonader";"mm3/m3";1
"Krysen";"UG_P_L";"Krysen^";"µg/l";1
"Krysen^";"µg/l";"Krysen^";"µg/l";1
"Krysen+Trifenylen";"UG_P_L";"Krysen+Trifenylen";"µg/l";1
"Krysen+Trifenylen";"UG_P_L";"Krysen+Trifenylen";"µg/l";1
"Kvikksølv";"UG_P_L";"Hg";"ng/l";1000
"Kvikksølv";"UG_P_L";"Hg";"ng/l";1000
"Kvikksølv";"NG_P_L";"Hg";"ng/l";1
"Kvikksølv";"UG_P_L";"Hg";"ng/l";1000
"Kvikksølv";"UG_P_L";"Hg";"ng/l";1000
"Kvikksølv";"UG_P_L";"Hg";"ng/l";1000
"Kvikksølv";"UG_P_L";"Hg";"ng/l";1000
"Kvikksølv";"UG_P_L";"Hg";"ng/l";1000
"Kvikksølv";"µg/l";"Hg";"ng/l";1000
"Kvikksølv";"UG_P_L";"Hg";"ng/l";1000
"Kvikksølv";"NG_P_L";"Hg";"ng/l";1
"Kvikksølv, oppsluttet";"UG_P_L";"Hg";"ng/l";1000
"Kvikksølv-F";"UG_P_L";"Hg-filt";"ng/l";1000
"Kvikksølv-F";"UG_P_L";"Hg-filt";"ng/l";1000
"Kvikksølv-F";"UG_P_L";"Hg-filt";"ng/l";1000
"Kvikksølv-F";"UG_P_L";"Hg-filt";"ng/l";1000
"Kvikksølv-F";"UG_P_L";"Hg-filt";"ng/l";1000
"Kvikksølv-F";"UG_P_L";"Hg-filt";"ng/l";1000
"Kvikksølv-F";"UG_P_L";"Hg-filt";"ng/l";1000
"La/HR-ICPM";"µg/l";"La";"µg/l";1
"LAL";"µg/l Al";"Al/L";"µg/l";1
"La/MS";"µg/l";"La";"µg/l";1
"Lead";"µg/l";"Lead";"µg/l";1
"Lead";"µg/l";"Pb";"µg/L";1
"Lead (filtered)";"µg/l";"Pb-filt";"µg/l";1
"Li/HR-ICPM";"µg/l";"Li";"µg/l";1
"LI-ICP";"µg/l";"Li";"µg/l";1
"Litium";"UG_P_L";"Li";"µg/l";1
"Litium";"UG_P_L";"Li";"µg/l";1
"Litium";"UG_P_L";"Li";"µg/l";1
"Litium-F";"UG_P_L";"Li-filt";"µg/l";1
"LMRP";"µg/l";"LMRP";"µg/l";1
"LMRP";"µg/l";"LMRP";"µg/l";1
"LOC";"mg/l";"LOC";"mg/l";1
"LOC";"mg C/l";"LOC";"mg/l";1
"LOSP";"µg/l";"LOSP";"µg/l";1
"LOSP";"µg/l";"LOSP";"µg/l";1
"LP";"µg/l";"LP";"µg/l";1
"Lu/HR-ICPM";"µg/l";"Lu";"µg/l";1
"LU-ICP";"µg/l";"Lu";"µg/l";1
"Lu/MS";"µg/l";"Lu";"µg/l";1
"Løst oksygen";"MG_O2_L";"O2";"mg/l";1
"Løst oksygen";"MG_O2_L";"O2";"mg/l";1
"Løst oksygen";"MG_O2_L";"O2";"mg/l";1
"Løst oksygen";"MG_O2_L";"O2";"mg/l";1
"Løst oksygen i sjøvann";"ML_O2_L";"O2";"ml/l";1
"Løst oksygen i sjøvann";"ML_O2_L";"O2";"ml/l";1
"Løst oksygen i sjøvann";"ML_O2_L";"O2";"ml/l";1
"Løst oksygen i sjøvann";"ML_O2_L";"O2";"ml/l";1
"Løst oksygen i sjøvann";"ML_O2_L";"O2";"ml/l";1
"Løst organisk karbon";"MG_C_L";"DOC";"mg/L C";1
"Løst organisk karbon";"MG_C_L";"DOC";"mg/L C";1
"Løst organisk karbon";"MG_C_L";"DOC";"mg/L C";1
"Løst organisk karbon";"MG_C_L";"DOC";"mg/L C";1
"Løst organisk karbon";"MG_P_L";"DOC";"mg/l";1
"Løst organisk karbon";"MG_C_L";"DOC";"mg/L C";1
"Løst organisk karbon";"MG_P_L";"DOC";"mg/l";1
"Løst organisk karbon";"MG_C_L";"DOC";"mg/L C";1
"Løst organisk karbon (DOC)";"MG_C_L";"DOC";"mg/L C";1
"Løst organisk karbon (DOC)";"MG_C_L";"DOC";"mg/L C";1
"Løst organisk karbon (DOC)";"MG_C_L";"DOC";"mg/L C";1
"Løst organisk karbon (DOC)";"MG_P_L";"DOC";"mg/l";1
"Løst organisk karbon (DOC)";"MG_P_L";"DOC";"mg/l";1
"Løst organisk karbon (DOC)";"MG_P_L";"DOC";"mg/l";1
"Løst organisk karbon (DOC)";"MG_C_L";"DOC";"mg/L C";1
"Magnesium";"UG_P_L";"Mg";"mg/L";0,001
"Magnesium";"MG_P_L";"Mg";"mg/L";1
"Magnesium";"MG_P_L";"Mg";"mg/L";1
"Magnesium";"mg/l";"Magnesium";"mg/l";1
"Magnesium";"UG_P_L";"Mg";"mg/L";0,001
"Magnesium";"MG_P_L";"Mg";"mg/L";1
"Magnesium";"UG_P_L";"Mg";"mg/L";0,001
"Magnesium";"MG_P_L";"Mg";"mg/L";1
"Magnesium";"MG_P_L";"Mg";"mg/L";1
"Magnesium";"MG_P_L";"Mg";"mg/L";1
"Magnesium";"MG_P_L";"Magnesium";"mg/l";1
"Magnesium";"MG_P_L";"Mg";"mg/L";1
"Magnesium";"MG_P_L";"Mg";"mg/L";1
"Magnesium";"MG_P_L";"Mg";"mg/L";1
"Magnesium-F";"MG_P_L";"Mg-filt";"mg/l";1
"Magnesium-F";"UG_P_L";"Mg-filt";"mg/l";0,001
"Mangan";"µg Mn/l";"Mn";"µg/l";1
"Mangan";"µg Mn/l";"Mn";"µg/l";1
"Mangan";"UG_P_L";"Mn";"µg/l";1
"Mangan";"µg Mn/l";"Mn-filt";"µg/l";1
"Mangan";"µg Mn/l";"Mn";"µg/l";1
"Mangan";"UG_P_L";"Mn";"µg/l";1
"Mangan";"UG_P_L";"Mn";"µg/l";1
"Mangan";"UG_P_L";"Mn";"µg/l";1
"Mangan";"µg/l";"Mn";"µg/l";1
"Manganese";"µg/l";"Manganese";"µg/l";1
