"lw_meth";"lw_unit";"am_par";"am_unit";"lw2am_fac"
"PCB-105";"ng/L";"PCB105";"ng/l";1
"PCB-114";"ng/L";"PCB114";"ng/l";1
"PCB-114";"ng/L";"PCB114";"ng/l";1
"PCB-118";"ng/L";"PCB118";"ng/l";1
"PCB-118";"ng/L";"PCB118";"ng/l";1
"PCB-118";"ng/L";"PCB118";"ng/l";1
"PCB118";"ng/l";"PCB118";"ng/l";1
"pcb-118";"ng/L";"PCB118";"ng/l";1
"PCB-122";"ng/L";"PCB122";"ng/l";1
"PCB-122";"ng/L";"PCB122";"ng/l";1
"PCB-123";"ng/L";"PCB123";"ng/l";1
"PCB-123";"ng/L";"PCB123";"ng/l";1
"PCB-126";"pg/L";"PCB126";"ng/l";0,001
"PCB-128";"ng/L";"PCB128";"ng/l";1
"PCB-128";"ng/L";"PCB128";"ng/l";1
"PCB-138";"ng/L";"PCB138";"ng/l";1
"PCB-138";"ng/L";"PCB138";"ng/l";1
"PCB-138";"ng/L";"PCB138";"ng/l";1
"PCB138";"ng/l";"PCB138";"ng/l";1
"pcb-138";"ng/L";"PCB138";"ng/l";1
"PCB-141";"ng/L";"PCB141";"ng/l";1
"PCB-141";"ng/L";"PCB141";"ng/l";1
"PCB-149";"ng/L";"PCB149";"ng/l";1
"PCB-149";"ng/L";"PCB149";"ng/l";1
"PCB-153";"ng/L";"PCB153";"ng/l";1
"PCB-153";"ng/L";"PCB153";"ng/l";1
"PCB-153";"ng/L";"PCB153";"ng/l";1
"PCB153";"ng/l";"PCB153";"ng/l";1
"pcb-153";"ng/L";"PCB153";"ng/l";1
"PCB-156";"ng/L";"PCB156";"ng/l";1
"PCB-156";"ng/L";"PCB156";"ng/l";1
"PCB-156";"ng/L";"PCB156";"ng/l";1
"PCB-157";"ng/L";"PCB157";"ng/l";1
"PCB-157";"ng/L";"PCB157";"ng/l";1
"PCB-167";"ng/L";"PCB167";"ng/l";1
"PCB-167";"ng/L";"PCB167";"ng/l";1
"PCB-169";"pg/L";"PCB169";"ng/l";0,001
"PCB-170";"ng/L";"PCB170";"ng/l";1
"PCB-170";"ng/L";"PCB170";"ng/l";1
"PCB-18";"ng/L";"PCB18";"ng/l";1
"PCB-18";"ng/L";"PCB18";"ng/l";1
"PCB-180";"ng/L";"PCB180";"ng/l";1
"PCB-180";"ng/L";"PCB180";"ng/l";1
"PCB-180";"ng/L";"PCB180";"ng/l";1
"PCB180";"ng/l";"PCB180";"ng/l";1
"pcb-180";"ng/L";"PCB180";"ng/l";1
"PCB-183";"ng/L";"PCB183";"ng/l";1
"PCB-183";"ng/L";"PCB183";"ng/l";1
"PCB-187";"ng/L";"PCB187";"ng/l";1
"PCB-187";"ng/L";"PCB187";"ng/l";1
"PCB-189";"ng/L";"PCB189";"ng/l";1
"PCB-189";"ng/L";"PCB189";"ng/l";1
"PCB-194";"ng/L";"PCB194";"ng/l";1
"PCB-194";"ng/L";"PCB194";"ng/l";1
"PCB-206";"ng/L";"PCB206";"ng/l";1
"PCB-206";"ng/L";"PCB206";"ng/l";1
"PCB-209";"ng/L";"PCB209";"ng/l";1
"PCB-209";"ng/L";"PCB209";"ng/l";1
"PCB-209";"ng/L";"PCB209";"ng/l";1
"PCB-28";"ng/L";"PCB28";"ng/l";1
"PCB-28";"ng/L";"PCB28";"ng/l";1
"PCB-28";"ng/L";"PCB28";"ng/l";1
"PCB28";"ng/l";"PCB28";"ng/l";1
"pcb-28/31";"ng/L";"PCB28/31";"ng/l";1
"PCB-31";"ng/L";"PCB31";"ng/l";1
"PCB-31";"ng/L";"PCB31";"ng/l";1
"PCB-33";"ng/L";"PCB33";"ng/l";1
"PCB-33";"ng/L";"PCB33";"ng/l";1
"PCB-37";"ng/L";"PCB37";"ng/l";1
"PCB-37";"ng/L";"PCB37";"ng/l";1
"PCB-47";"ng/L";"PCB47";"ng/l";1
"PCB-47";"ng/L";"PCB47";"ng/l";1
"PCB-52";"ng/L";"PCB52";"ng/l";1
"PCB-52";"ng/L";"PCB52";"ng/l";1
"PCB-52";"ng/L";"PCB52";"ng/l";1
"PCB52";"ng/l";"PCB52";"ng/l";1
"pcb-52";"ng/L";"PCB52";"ng/l";1
"PCB-66";"ng/L";"PCB66";"ng/l";1
"PCB-66";"ng/L";"PCB66";"ng/l";1
"PCB-74";"ng/L";"PCB74";"ng/l";1
"PCB-74";"ng/L";"PCB74";"ng/l";1
"PCB-77";"pg/L";"PCB77";"ng/l";0,001
"PCB-81";"pg/L";"PCB81";"ng/l";0,001
"PCB-99";"ng/L";"PCB99";"ng/l";1
"PCB-99";"ng/L";"PCB99";"ng/l";1
"Pd/HR-ICPM";"µg/l";"Pd";"µg/l";1
"PD-ICP";"µg/l";"Pd";"µg/l";1
"PeCB";"ng/L";"PeCB";"ng/l";1
"PeCB";"ng/L";"PeCB";"ng/l";1
"pentaklorbenzen";"ng/L";"Pentaklorbenzen";"ng/l";1
"Pentaklorbenzen (QCB)";"NG_P_L";"QCB";"ng/L";1
"PER";"ng/L";"Perylen";"µg/l";0,001
"Perfluorbutansulfonat (PFBS)";"NG_P_L";"PFBS";"ng/L";1
"Perfluordekansulfonat (PFDS)";"NG_P_L";"PFDS";"ng/L";1
"Perfluordekansyre (PFDcA)";"NG_P_L";"PFDcA";"ng/L";1
"Perfluordodekansyre (PFDoA)";"NG_P_L";"PFDoA";"ng/L";1
"Perfluorheksadekansyre (PFHxDA)";"NG_P_L";"PFHxDA";"ng/L";1
"Perfluorheksansulfonat (PFHxS)";"NG_P_L";"PFHxS";"ng/L";1
"Perfluorheksansyre (PFHxA)";"NG_P_L";"PFHxA";"ng/L";1
"Perfluorheptansulfonat (PFHpS)";"NG_P_L";"PFHpS";"ng/L";1
"Perfluorheptansyre (PFHpA)";"NG_P_L";"PFHpA";"ng/L";1
"Perfluornonansyre (PFNA)";"NG_P_L";"PFNA";"ng/L";1
"Perfluornonylsulfonat (PFNS)";"NG_P_L";"PFNS";"ng/L";1
"Perfluoroktansulfonamid (PFOSA)";"NG_P_L";"PFOSA";"ng/L";1
"Perfluoroktansyre (PFOA)";"NG_P_L";"PFOA";"ng/L";1
"Perfluoroktylsulfonat (PFOS)";"NG_P_L";"PFOS";"ng/L";1
"perfluoro-1-dodecansulfonate(PFDoS)";"NG_P_L";"PFDoS";"ng/L";1
"perfluoro-1-octansulfonamidoacetic acid(FOSAA)";"NG_P_L";"FOSAA";"ng/L";1
"Perfluorpentadekansyre (PFPeDA)";"NG_P_L";"PFPeDA";"ng/l";1
"Perfluorpentansulfonat (PFPS)";"NG_P_L";"PFPS";"ng/L";1
"Perfluorpentansyre (PFPeA)";"NG_P_L";"PFPeA";"ng/L";1
"Perfluortetradekansyre (PFTA)";"NG_P_L";"PFTA";"ng/l";1
"Perfluortridekansyre (PFTrA)";"NG_P_L";"PFTrA";"ng/l";1
"Perfluorundekansyre (PFUdA)";"NG_P_L";"PFUdA";"ng/L";1
"PER-V";"ng/l";"Perylen";"µg/l";0,001
"Perylene";"ng/L";"Perylen";"µg/l";0,001
"PFBA";"ng/L";"PFBA";"ng/L";1
"PFBS";"ng/L";"PFBS";"ng/L";1
"PFBS";"ng/L";"PFBS";"ng/L";1
"PFBS";"ng/l";"PFBS";"ng/L";1
"PFBSA";"ng/l";"PFBSA";"ng/L";1
"PFDA";"ng/L";"PFDcA";"ng/L";1
"PFDA";"ng/L";"PFDcA";"ng/L";1
"PFDA";"ng/l";"PFDA";"ng/L";1
"PFDoA";"ng/L";"PFDoA";"ng/L";1
"PFDoA";"ng/L";"PFDoA";"ng/L";1
"PFDoDA";"ng/l";"PFDoDA";"ng/L";1
"PFDoS";"ng/l";"PFDoS";"ng/L";1
"PFDoS";"ng/L";"PFDoS";"ng/L";1
"PFDoS";"ng/L";"PFDoS";"ng/L";1
"PFDS";"ng/L";"PFDS";"ng/L";1
"PFDS";"ng/l";"PFDS";"ng/L";1
"PFDS";"ng/L";"PFDS";"ng/L";1
"PFHpA";"ng/L";"PFHpA";"ng/L";1
"PFHpA";"ng/l";"PFHpA";"ng/L";1
"PFHpA";"ng/L";"PFHpA";"ng/L";1
"PFHpS";"ng/l";"PFHpS";"ng/L";1
"PFHpS";"ng/L";"PFHpS";"ng/L";1
"PFHpS";"ng/L";"PFHpS";"ng/L";1
"PFHxA";"ng/L";"PFHxA";"ng/L";1
"PFHxA";"ng/l";"PFHxA";"ng/L";1
"PFHxA";"ng/L";"PFHxA";"ng/L";1
"PFHxS";"ng/l";"PFHxS";"ng/L";1
"PFHxS";"ng/L";"PFHxS";"ng/L";1
"PFHxS";"ng/L";"PFHxS";"ng/L";1
"PFHxSA";"ng/l";"PFHxSA";"ng/L";1
"PFNA";"ng/l";"PFNA";"ng/L";1
"PFNA";"ng/L";"PFNA";"ng/L";1
"PFNA";"ng/L";"PFNA";"ng/L";1
"PFNS";"ng/L";"PFNS";"ng/L";1
"PFNS";"ng/l";"PFNS";"ng/L";1
"PFNS";"ng/L";"PFNS";"ng/L";1
"PFOA";"ng/l";"PFOA";"ng/L";1
"PFOA";"ng/L";"PFOA";"ng/L";1
"PFOA";"ng/L";"PFOA";"ng/L";1
"PFOS";"ng/l";"PFOS";"ng/L";1
"PFOS";"ng/L";"PFOS";"ng/L";1
"PFOS";"ng/L";"PFOS";"ng/L";1
"PFOSA";"ng/l";"PFOSA";"ng/L";1
"PFOSA";"ng/L";"PFOSA";"ng/L";1
"PFOSA";"ng/L";"PFOSA";"ng/L";1
"PFPA";"ng/L";"PFPeA";"ng/L";1
"PFPA";"ng/L";"PFPeA";"ng/L";1
"PFPA";"ng/l";"PFPeA";"ng/L";1
"PFPeDA";"ng/l";"PFPeDA";"ng/l";1
"PFPeS";"ng/l";"PFPeS";"ng/L";1
"PFPeSA";"ng/l";"PFPeSA";"ng/L";1
"PFPS";"ng/L";"PFPS";"ng/L";1
"PFPS";"ng/L";"PFPS";"ng/L";1
"PFTeA";"ng/L";"PFTA";"ng/l";1
"PFTeDA";"ng/L";"PFTA";"ng/l";1
"PFTeDA";"ng/L";"PFTA";"ng/l";1
"PFTeDA";"ng/l";"PFTeDA";"ng/L";1
"PFTeS";"ng/l";"PFTeS";"ng/L";1
"PFTrA";"ng/L";"PFTrA";"ng/l";1
"PFTrDA";"ng/L";"PFTrA";"ng/l";1
"PFTrDA";"ng/l";"PFTrDA";"ng/L";1
"PFTrDA";"ng/L";"PFTrA";"ng/l";1
"PFTrS";"ng/l";"PFTrS";"ng/L";1
"PFUdA";"ng/l";"PFUdA";"ng/L";1
"PFUdA";"ng/L";"PFUdA";"ng/L";1
"PFUdA";"ng/L";"PFUdA";"ng/L";1
"PFUdS";"ng/l";"PFUdS";"ng/L";1
"PH";".";"pH";"";1
"PH";".";"pH";"";1
"PH";".";"pH";"";1
"PH";"";"pH";"";1
"PH";".";"pH";"";1
"PH";".";"pH";"";1
"PH";".";"pH";"";1
"PH";".";"pH";"";1
"pH";"";"pH";"";1
"pH";"";"pH";"";1
"pH";"pH";"pH";"";1
"pH";"pH";"pH";"";1
"pH";"pH";"pH";"";1
"pH";"pH";"pH";"";1
"pH";"";"pH";"";1
"pH";".";"pH";"";1
"pH";".";"pH";"";1
"pH";".";"pH";"";1
"pH";".";"pH";"";1
"pH";"pH";"pH";"";1
"pH";".";"pH";"";1
"pH";".";"pH";"";1
"pH";"";"pH";"";1
"pH";"BLANK";"pH";"";1
"pH";"PH";"pH";"";1
"pH";"";"pH";"";1
"pH";"";"pH-filt";"";1
"pH";"";"pH";"";1
"pH";"";"pH";"";1
"pH";"";"pH";"";1
"pH";"";"pH";"";1
"pH";"";"pH";"";1
"pH";"PH";"pH";"";1
"pH";"pH units";"pH";"";1
"pH";"";"pH";"";1
"pH";"PH";"pH";"";1
"pH";"BLANK";"pH";"";1
"pH";"_";"pH";"";1
"pH";"";"pH";"";1
"pH";"";"pH";"";1
"pH";"NONE";"pH";"";1
"pH";"";"pH";"";1
"pH";"";"pH";"";1
"pH";"";"pH";"";1
"pH";"";"pH";"";1
"pH";"PH";"pH";"";1
"pH";"";"pH";"";1
"pH";"";"pH";"";1
"pH";"";"pH";"";1
"pH";"";"pH";"";1
"pH";"";"pH";"";1
"pH";"PH";"pH";"";1
"pH";"";"pH";"";1
"pH";"";"pH";"";1
"pH";"BLANK";"pH";"";1
"pH";"BLANK";"pH";"";1
"pH";"";"pH";"";1
"pH";"";"pH";"";1
"pH";"";"pH";"";1
"pH";"";"pH";"";1
"pH";"";"pH";"";1
"pH";".";"pH";"";1
"pH";"";"pH";"";1
"pH";"pH";"pH";"";1
"pH";"";"pH";"";1
"pH";"pH";"pH";"";1
"pH";"PH";"pH";"";1
"pH";"";"pH";"";1
"pH";"";"pH";"";1
"pH";"";"pH";"";1
"pH";"PH";"pH";"";1
"pH";"";"pH";"";1
"pH";"PH";"pH";"";1
"pH";"PH";"pH";"";1
"pH";"NONE";"pH";"";1
"pH";"PH";"pH";"";1
"pH";"";"pH";"";1
"pH";"";"pH";"";1
"Phenanthrene";"ng/L";"Fenantren";"ng/L";1
"PHFELT";".";"pH";"";1
"pH(NBS)";"";"pH";"";1
"pH(NBS)";"";"pH";"";1
"P/HR-ICPM";"µg/l";"P";"µg/l";1
"pH(tot)";"";"pH total";"";1
"pH(tot)";"";"pH total";"";1
"Phycocyanin";"µg/l";"Phycocyanin";"µg/l";1
"Phycocyanin fluorescense";"RFU";"Phycocyanin(fluorescens)";"RFU";1
"P/ICP";"mg/l";"P";"µg/l";1000
"Piperazine";"ng/L";"Piperazine";"ng/L";1
"POC";"µM";"POC";"µg/l C";12,01115
"POC";"µM";"POC";"µg/l C";12,01115
"POM";"mg/l";"POM";"mg/l";1
"PON";"µM";"PON";"µg/l N";14,0067
"PON";"µM";"PON";"µg/l N";14,0067
"POP";"µM";"POP";"µg/l P";30,9738
"POP";"µM";"POP";"µg/l P";30,9738
"Potassium";"mg/l";"Potassium";"mg/l";1
"PO4-P";"mg/l";"PO4-P";"µg/l";1000
"PO4-P";"µM";"PO4-P";"µg/l";30,9738
"PO4-P";"µM";"PO4-P";"µg/l";30,9738
"PO4-P";"µg P/l";"PO4-P";"µg/l";1
"PO4-P";"µg P/l";"PO4-P";"µg/l";1
"PO4-P";"µg/l";"PO4-P";"µg/l";1
"PO4-P";"µg P/l";"PO4-P";"µg/l";1
"PO4-P";"µg/l";"PO4-P";"µg/l";1
"PO4-P";"µg P/l";"PO4-P";"µg/l";1
"PO4-P";"µg/l";"PO4-P";"µg/l";1
"PO4-P";"µg P/l";"PO4-P";"µg/l";1
"PO4-P";"µg P/l";"PO4-P";"µg/l";1
"PO4-P";"µg P/l";"PO4-P";"µg/l";1
"PO4-P";"µg P/l";"PO4-P";"µg/l";1
"PO4-P";"µg/l";"PO4-P";"µg/l";1
"PO4_P";"µg/l P";"PO4-P";"µg/l";1
"PO4P";"µg/l P";"PO4-P";"µg/l";1
"PO4P";"µg/l P";"PO4-P";"µg/l";1
"PO4P";"µg/l P";"PO4-P";"µg/l";1
"PO4P";"µg/l P";"PO4_f";"µg/l P";1
"PO4P";"µg/l P";"PO4-P";"µg/l";1
"PO4PF";"µg/l P";"PO4_f";"µg/l P";1
"PO4PF";"µg/l P";"PO4_f";"µg/l P";1
"PO4-P,m";"µg P/l";"PO4_f";"µg/l P";1
"PO4-P,m";"µg P/l";"PO4-P";"µg/l";1
"PO4-P-Sj";"µg P/l";"PO4-P";"µg/l";1
"PO4-P-Sj";"µg P/l";"PO4-P";"µg/l";1
"p,p'-DDD";"ng/L";"p,p'-DDD";"ng/L";1
"p,p'-DDD";"NG_P_L";"p,p'-DDD";"ng/L";1
"pp-ddd";"ng/L";"p,p'-DDD";"ng/L";1
"p,p'-DDE";"NG_P_L";"p,p'-DDE";"ng/L";1
"p,p'-DDE";"ng/L";"p,p'-DDE";"ng/L";1
"p,p'-DDE";"ng/L";"p,p'-DDE";"ng/L";1
"pp-dde";"ng/L";"p,p'-DDE";"ng/L";1
"p,p'-DDT";"NG_P_L";"p,p'-DDT";"ng/L";1
"p,p'-DDT";"ng/L";"p,p'-DDT";"ng/L";1
"p,p'-DDT";"ng/L";"p,p'-DDT";"ng/L";1
"pp-DDT";"ng/L";"p,p'-DDT";"ng/L";1
"P-PO4";"µg P/l";"PO4-P";"µg/l";1
"P-PO4";"µg/l P";"P-PO4";"µg/l P";1
"Pres";"Pa";"Vannstand";"m";1
"Pr/HR-ICPM";"µg/l";"Pr";"µg/l";1
"PR-ICP";"µg/l";"Pr";"µg/l";1
"Pr/MS";"µg/l";"Pr";"µg/l";1
"Pt/HR-ICPM";"µg/l";"Pt";"µg/l";1
"PT-ICP";"µg/l";"Pt";"µg/l";1
"P-TOT";"µg P/l";"TOTP";"µg/l";1
"P-TOT";"µg P/l";"TOTP";"µg/l";1
"P-TOT";"µg/l P";"TOTP";"µg/l";1
"P-TOT";"µg/l P";"P-TOT";"µg/l P";1
"P-TOT";"µg/l P";"TOTP";"µg/l";1
"P-TOT";"µg/l P";"TOTP";"µg/l";1
"P-tot";"mg/l";"P-TOT";"µg/l P";1000
"P-tot";"mg/l";"P-TOT";"µg/l P";1000
"P_tot";"mg/l";"TOTP";"µg/l";1000
"P-total";"mg/l";"TOTP";"µg/l";1000
"p_total";"µg/l";"TOTN";"µg/l";1
"p_total";"mg/l";"Total P";"mg/l";1
"PYR";"ng/L";"Pyren";"µg/l";0,001
"Pyren";"UG_P_L";"Pyren";"µg/l";1
"Pyren";"UG_P_L";"Pyren";"µg/l";1
"Pyren";"ng/L";"Pyren";"µg/l";0,001
"Pyren";"ng/l";"Pyren";"µg/l";0,001
"Pyren";"µg/l";"Pyren";"µg/l";1
"Pyren";"UG_P_L";"Pyren";"µg/l";1
"Pyren";"NG_P_L";"Pyren";"µg/l";0,001
"Pyrene";"ng/L";"Pyren";"µg/l";0,001
"PYR-V";"ng/l";"Pyren";"µg/l";0,001
"Q";"m3/s";"Q";"m3/s";1
"Q";"m3/s";"Q";"m3/s";1
"Q";"m3/s";"Qs";"m3/s";1
"Radionuklider";"mBq/L";"Radionuklider";"mBq/L";1
"RAL";"µg/l Al";"Al/R";"µg/l";1
"Raphidophycae";"mm3/m3";"Raphidop";"mm3/m3";1
"Raw backscattering";"counts";"Raw backscattering";"counts";1
"Raw Chl-a";"counts";"Raw Chl-a";"counts";1
"Raw FDOM";"counts";"Raw FDOM";"counts";1
"Rb/HR-ICPM";"µg/l";"Ru";"µg/l";1
"RB-ICP";"µg/l";"Rb";"µg/l";1
"Rb/MS";"µg/l";"Ru";"µg/l";1
"Redox";"mV";"Eh";"mV";1
"RH-ICP";"µg/l";"RH-ICP";"µg/l";1
"Ri-O2";"%";"O2 (metning)";"%";1
"RU-ICP";"µg/l";"Ru";"µg/l";1
"SAL";"0/00";"Salinitet";"";1
"SAL";"";"Salinitet";"";1
"SAL";"";"Salinitet";"";1
"SAL";" ";"Salinitet";"";1
"SAL";"";"Salinitet";"";1
"SAL";"o/oo";"Salinitet";"";1
"SAL";"o/oo";"Salinitet";"";1
"SAL";"";"Salinitet";"";1
"SAL";".";"Salinitet";"";1
"SAL";"0/00";"Salinitet";"";1
"SAL";"0/00";"Salinitet";"";1
"Sal";"";"Salinitet";"";1
"SAL_Ferrybox";"psu";"Salinitet";"";1
"Salin";"";"Salinitet";"";1
"Salin";"";"Salinitet";"";1
"Salinitet";"";"Salinitet";"";1
"Salinitet";"0/00";"Salinitet";"";1
"Salinitet";"0/00";"Salinitet";"";1
"Salinitet";"";"Salinitet";"";1
"Salinitet";"";"Salinitet";"";1
"Salinitet";"";"Salinitet";"";1
"Salinitet";"";"Salinitet";"";1
"Salinitet";"psu";"Salinitet";"";1
"Salinitet";"PSU";"Salinitet";"";1
"Salinitet";"PSU";"Salinitet";"";1
"Salinitet";"psu";"Salinitet";"";1
"Salinitet";"NONE";"Salinitet";"";1
"Salinitet";"psu";"Salinitet";"";1
"Salinitet";"PSU";"Salinitet";"";1
"Salinitet";"PROMILLE";"Salinitet";"";1
"Salinitet";"ppt";"Salinitet";"";1
"Salinitet";"psu";"Salinitet";"";1
"Salinitet";"psu";"Salinitet";"";1
"Salinitet";"psu";"Salinitet";"";1
"Salinitet";"psu";"Salinitet";"";1
"Salinitet";"psu";"Salinitet";"";1
"SAL-MAN";"";"Salinitet";"";1
"SAL-MAN";" ";"Salinitet";"";1
"SAL_sonde";"psu";"Salinitet";"";1
"SAL_sonde";"psu";"Salinitet";"";1
"Saltholdighet";"PSU";"Salinitet";"";1
"Saltholdighet";"PSU";"Salinitet";"";1
"Saltholdighet";"psu";"Salinitet";"";1
"Saltholdighet";"PSU";"Salinitet";"";1
"Saltholdighet";"PSU";"Salinitet";"";1
"Saltholdighet";"psu";"Salinitet";"";1
"Saltholdighet";"psu";"Salinitet";"";1
"Saltholdighet";"PSU";"Salinitet";"";1
"Saltholdighet";"PSU";"Salinitet";"";1
"Saltholdighet";"PSU";"Salinitet";"";1
"Saltholdighet";"PSU";"Salinitet";"";1
"Saltholdighet";"psu";"Salinitet";"";1
"Saltholdighet";"PSU";"Salinitet";"";1
"Saltholdighet";"PSU";"Salinitet";"";1
"Saltholdighet";"PSU";"Salinitet";"";1
"Saltholdighet";"PSU";"Salinitet";"";1
"Saltholdighet";"PSU";"Salinitet";"";1
"Saltholdighet";"PSU";"Salinitet";"";1
"Saltholdighet";"PSU";"Salinitet";"";1
"Saltholdighet";"psu";"Salinitet";"";1
"Saltholdighet";"";"Salinitet";"";1
"Saltholdighet";"";"Salinitet";"";1
"Saltholdighet";"";"Salinitet";"";1
"Saltholdighet";"psu";"Salinitet";"";1
"Saltholdighet";"PSU";"Salinitet";"";1
"Saltholdighet";"PSU";"Salinitet";"";1
"Saltholdighet";"PSU";"Salinitet";"";1
"Saltholdighet";"PSU";"Salinitet";"";1
"Saltinnhold";"ppt";"Salinitet";"";1
"Saltinnhold";"";"Salinitet";"";1
"Saxitoksin";"ng/l";"Saxitoksin";"µg/l";0,001
"Saxitoksiner";"µg/l";"Saxitoksin";"µg/l";1
"SB";"µg/l";"Sb";"µg/l";1
"SB";"µg/l";"Sb";"µg/l";1
"SB";"µg/l";"Sb";"µg/l";1
"Sb";"µg/L";"Sb";"µg/l";1
"Sb";"µg/l";"Sb";"µg/l";1
"Sb";"µg/L";"Sb";"µg/l";1
"Sb filtrert";"µg/l";"Sb-filt";"µg/l";1
"Sb oppsluttet";"µg/l";"Sb";"µg/l";1
"Sb/HR-ICPM";"µg/l";"Sb";"µg/l";1
"SB-ICP";"µg/l";"Sb";"µg/l";1
"Sb/ICP";"mg/l";"Sb";"µg/l";1000
"Sb/MS";"µg/l";"Sb";"µg/l";1
"SCCP";"ng/L";"SCCP";"ng/L";1
"SCCP";"ng/L";"SCCP";"ng/L";1
"se";"mg/l";"Se";"mg/l";1
"SECCI";"m";"Siktdyp";"m";1
"SECCI";"m";"Siktdyp";"m";1
"Se/HR-ICPM";"µg/l";"Se";"µg/l";1
"Selen";"UG_P_L";"Se";"mg/l";0,001
"Selen";"UG_P_L";"Se";"µg/l";1
"Selen";"UG_P_L";"Se";"µg/l";1
"Selen";"UG_P_L";"Se";"mg/l";0,001
"Selen-F";"UG_P_L";"Se-filt";"µg/l";1
"Se/MS";"µg/l";"Se";"µg/l";1
"Seven Dutch";"µg/kg t.v.";"Seven Dutch";"µg/kg t.v.";1
"S-GR";"mg/l";"S-GR";"mg/l";1
"S-GR";"mg/l";"S-GR";"mg/l";1
"S-GR";"mg/l";"S-GR";"mg/l";1
"SGR";"mg/l";"SGR - Suspendert gløderest";"mg/l";1
"SGR";"mg/l";"SGR - Suspendert gløderest";"mg/l";1
"SGR";"mg/l";"SGR - Suspendert gløderest";"mg/l";1
"SGR";"MG_P_L";"SGR - Suspendert gløderest";"mg/l";1
"SGR";"MG_P_L";"SGR - Suspendert gløderest";"mg/l";1
"SGR";"mg/l";"SGR - Suspendert gløderest";"mg/l";1
"SGR";"MG_P_L";"SGR - Suspendert gløderest";"mg/l";1
"SGR/L";"mg/l";"SGR - Suspendert gløderest";"mg/l";1
"SGR/L";"mg/l";"SGR - Suspendert gløderest";"mg/l";1
"S/HR-ICPM";"µg/l";"S";"µg/l";1
"SI";"mg/l";"SiO2";"mg/l";2,139355528
"Si";"mg/l";"SiO2";"mg/l";2,139355528
"Si";"mg/l";"SiO2";"mg/l";2,1393555279999998
"Si";"mg/l";"SiO2";"mg/l";2,1393555279999998
"Si";"mg/l";"SiO2";"mg/l";2,139355528
"S/ICP";"mg/l";"S";"µg/l";1000
"SIF";"mg/l";"Si_F";"mg/l";1
"Sigma-T";"kg/m3";"Sigma T";"kg/m^3";1
"Sigma-T";"kg/m3";"Sigma T";"kg/m^3";1
"Si/HR-ICPM";"µg/l";"SiO2";"mg/l";0,0021393559999999998
"Si/ICP";"mg/l";"SiO2";"mg/l";2,139355528
"Si/ICP-Sj";"mg/l";"SiO2";"mg/l";2,1393555279999998
"Siktdyp";"m";"Siktdyp";"m";1
"Siktdyp";"m";"Siktdyp";"m";1
"Siktdyp";"m";"Siktdyp";"m";1
"Siktdyp";"m";"Siktdyp";"m";1
"Siktdyp";"m";"Siktdyp";"m";1
"Siktedyp";"m";"Siktdyp";"m";1
"Siktedyp";"m";"Siktdyp";"m";1
"Siktedyp";"m";"Siktdyp";"m";1
"Siktedyp";"m";"Siktdyp";"m";1
"Siktedyp";"m";"Siktdyp";"m";1
"Siktedyp";"m";"Siktdyp";"m";1
"Siktedyp";"m";"Siktdyp";"m";1
"Silikat";"UG_P_L";"SiO2";"mg/l";0,001
"Silikat";"UG_P_L";"SiO2";"mg/l";0,001
"Silikat";"µmol/l";"SiO2";"mg/l";0,0600843
"Silikat";"UG_SIO2_P_L";"SiO2";"mg/l";0,001
"Silikat (Si)";"µ mol/l";"SiO2";"mg/l";0,0600843
"Silisium";"MG_P_L";"Si";"mg/l";1
"Silisium";"mg/l";"Si";"mg/l";1
"Silisium";"mg/l";"Si";"mg/l";1
"Silisium";"MG_P_L";"Si";"mg/l";1
"Silisium";"MG_P_L";"Si";"mg/l";1
"Silisium";"MG_P_L";"Si";"mg/l";1
"Silisium";"MG_P_L";"Si";"mg/l";1
"Silisium";"MG_P_L";"Si";"mg/l";1
"Silisium";"MG_P_L";"Si";"mg/l";1
"Silisium";"MG_P_L";"Si";"mg/l";1
"Silisium";"mg/l";"Si";"mg/l";1
"Si/MS";"µg/l";"SiO2";"mg/l";0,0021393559999999998
"Sink";"µg Zn/l";"Zn";"µg/l";1
"Sink";"UG_P_L";"Zn";"µg/l";1
"Sink";"UG_P_L";"Zn";"µg/l";1
"Sink";"UG_P_L";"Zn";"µg/l";1
"Sink";"UG_P_L";"Zn";"µg/l";1
"Sink";"UG_P_L";"Zn";"µg/l";1
"Sink";"µg/l";"Zn";"µg/l";1
"Sink";"UG_P_L";"Zn";"µg/l";1
"Sink";"µg Zn/l";"Zn";"mg/l";0,001
"Sink";"UG_P_L";"Zn";"µg/l";1
"Sink";"UG_P_L";"Zn";"µg/l";1
"Sink";"µg Zn/l";"Zn-filt";"µg/l";1
"Sink";"UG_P_L";"Zn";"µg/l";1
"Sink-F";"UG_P_L";"Zn-filt";"µg/l";1
"Sink-F";"UG_P_L";"Zn-filt";"µg/l";1
"Sink-F";"UG_P_L";"Zn-filt";"µg/l";1
"SIO2";"mg/l";"SiO2";"mg/l";1
"SIO2";"mg/l";"SiO2";"mg/l";1
"SIO2";"mg/l";"SiO2";"mg/l";1
"SIO2";"mg/l";"SiO2";"mg/l";1
"SIO2";"µg/l Sio2";"SiO2";"mg/l";0,001
"SiO2";"mg Si/l";"SiO2";"mg/l";1
"SiO2";"mg SiO2/l";"SiO2";"mg/l";1
"SiO2";"µM";"SiO2";"mg/l";0,0600843
